set_num,url,vector
3,/sports/mvball/2016-17/boxscores/20170128_c6ax.xml,"[-1.0, -4.5, -5.0, -7.5, -8.5, -11.5, -12.0, -13.666666666666666, -12.666666666666666, -13.666666666666666]"
1,/sports/mvball/2016-17/boxscores/20170202_kp7u.xml,"[1.0, 2.0, 3.8, 3.5, 4.0, 4.5, 5.0, 6.0, 6.5, 6.5]"
2,/sports/mvball/2016-17/boxscores/20170202_kp7u.xml,"[-1.8, -1.2, 0.2, 0.4, 1.0, -0.4, 0.6, 0.8, 1.0, 1.0]"
3,/sports/mvball/2016-17/boxscores/20170202_kp7u.xml,"[-0.6, 0.0, -0.6, -0.5, 1.5, 3.5, 2.0, 3.5, 6.5, 6.0]"
1,/sports/mvball/2016-17/boxscores/20170204_b4ng.xml,"[-0.6, 0.4, 0.6, 0.4, 1.4, 1.6, 2.2, 0.4, 0.0, -1.5]"
2,/sports/mvball/2016-17/boxscores/20170204_b4ng.xml,"[-0.6, -2.0, -2.6, -4.8, -4.2, -4.8, -4.5, -5.5, -4.0, -3.5]"
3,/sports/mvball/2016-17/boxscores/20170204_b4ng.xml,"[-1.4, 0.0, 4.6, 6.0, 3.0, 1.6, 2.2, 1.2, 0.5, 1.5]"
4,/sports/mvball/2016-17/boxscores/20170204_b4ng.xml,"[-0.5, -3.1666666666666665, -4.2, -3.6, -2.6, -0.4, -1.0, -0.4, 1.4, 0.8]"
5,/sports/mvball/2016-17/boxscores/20170204_b4ng.xml,"[-2.0, -3.0, -2.0, 0.3333333333333333, -1.5, -1.5, -3.5, -3.5, -4.5, -5.5]"
1,/sports/mvball/2016-17/boxscores/20170204_uaa9.xml,"[-0.2, 1.2, 2.6, 4.4, 3.4, 1.6, -0.6, -3.0, -2.0, -2.0]"
2,/sports/mvball/2016-17/boxscores/20170204_uaa9.xml,"[-1.8, -2.8, -1.0, -2.8, -4.2, -3.6, -4.2, -3.2, -1.5, -1.0]"
3,/sports/mvball/2016-17/boxscores/20170204_uaa9.xml,"[-0.6, -0.8, -0.6, -3.6, -4.2, -2.4, -1.0, -4.0, -3.5, -3.0]"
1,/sports/mvball/2016-17/boxscores/20170207_ev69.xml,"[0.0, 0.5, 0.0, -1.0, -2.0, -3.5, -5.5, -5.0, -8.5, -9.5]"
2,/sports/mvball/2016-17/boxscores/20170207_ev69.xml,"[1.4, -0.4, 3.0, 5.5, 4.5, 2.0, 1.5, 2.0, 3.5, 6.5]"
3,/sports/mvball/2016-17/boxscores/20170207_ev69.xml,"[1.4, 2.4, 3.0, 1.5, -0.5, -2.0, -2.5, -5.5, -6.0, -6.0]"
4,/sports/mvball/2016-17/boxscores/20170207_ev69.xml,"[0.2, 1.2, 1.4, 2.0, 1.5, -1.5, -3.5, -3.0, -2.0, -3.5]"
1,/sports/mvball/2016-17/boxscores/20170210_hh5u.xml,"[-1.0, -2.8, -1.0, 0.8, -0.2, -0.4, -3.0, -2.5, -1.0, 1.5]"
2,/sports/mvball/2016-17/boxscores/20170210_hh5u.xml,"[-1.5, -2.5, -3.5, -4.0, -3.0, -5.0, -8.5, -10.666666666666666, -12.333333333333334, -12.666666666666666]"
3,/sports/mvball/2016-17/boxscores/20170210_hh5u.xml,"[-1.0, -1.2, -2.6, -3.0, -4.5, -4.0, -5.0, -6.5, -6.0, -6.0]"
4,/sports/mvball/2016-17/boxscores/20170210_hh5u.xml,"[1.0, 0.8, 2.0, 1.0, -0.5, 0.0, -2.0, -4.0, -4.5, -6.5]"
1,/sports/mvball/2016-17/boxscores/20170211_243x.xml,"[-3.0, -4.4, -2.0, -1.0, -0.5, -2.5, -3.5, -6.0, -7.5, -7.5]"
2,/sports/mvball/2016-17/boxscores/20170211_243x.xml,"[1.4, -0.8, -0.6, 0.4, -2.2, -3.6, 0.2, 0.5, -1.0, 1.5]"
3,/sports/mvball/2016-17/boxscores/20170211_243x.xml,"[-2.5, -2.5, -2.0, -3.0, -5.0, -5.0, -6.5, -8.0, -8.5, -10.0]"
4,/sports/mvball/2016-17/boxscores/20170211_243x.xml,"[-1.0, -3.0, -5.5, -7.0, -6.5, -5.5, -8.0, -7.5, -7.0, -8.5]"
1,/sports/mvball/2016-17/boxscores/20170211_6snw.xml,"[-1.0, -1.2, -1.4, -0.4, -1.8, -3.6, -4.6, -5.5, -4.5, -3.0]"
2,/sports/mvball/2016-17/boxscores/20170211_6snw.xml,"[0.2, -0.8, 1.0, 1.2, 2.6, 2.4, 1.8, 2.4, 2.0, 2.0]"
3,/sports/mvball/2016-17/boxscores/20170211_6snw.xml,"[-1.8, -0.8, 0.2, -0.8, -0.2, 0.8, -1.0, -2.4, -3.0, -1.5]"
4,/sports/mvball/2016-17/boxscores/20170211_6snw.xml,"[0.2857142857142857, 2.7142857142857144, 2.5, 2.1666666666666665, 1.8333333333333333, 0.5, 0.8333333333333334, -0.5, 0.5, 0.8333333333333334]"
5,/sports/mvball/2016-17/boxscores/20170211_6snw.xml,"[0.0, -1.0, -1.3333333333333333, -1.0, -2.0, -2.5, -2.5, -2.5, -2.5, -4.5]"
1,/sports/mvball/2016-17/boxscores/20170217_bmsl.xml,"[-1.0, 0.0, -2.0, -2.5, -5.0, -5.5, -6.5, -9.333333333333334, -9.666666666666666, -12.0]"
2,/sports/mvball/2016-17/boxscores/20170217_bmsl.xml,"[-0.6, -1.6, -4.2, -5.6, -6.2, -5.6, -3.8, -3.2, -1.0, -2.0]"
3,/sports/mvball/2016-17/boxscores/20170217_bmsl.xml,"[-2.6, -0.8, -1.0, -2.5, -4.5, -6.0, -6.0, -4.0, -6.5, -7.0]"
1,/sports/mvball/2016-17/boxscores/20170222_0usg.xml,"[0.6, 1.2, 1.8, 1.6, 0.2, 2.8, 2.0, 1.5, 1.0, 2.5]"
2,/sports/mvball/2016-17/boxscores/20170222_0usg.xml,"[3.0, 5.0, 6.5, 8.5, 9.0, 10.0, 11.5, 12.0, 10.0, 9.0]"
3,/sports/mvball/2016-17/boxscores/20170222_0usg.xml,"[1.4, 4.8, 4.2, 5.2, 4.5, 4.5, 5.5, 7.0, 7.0, 6.0]"
1,/sports/mvball/2016-17/boxscores/20170224_w845.xml,"[1.0, 1.2, 2.6, 5.0, 6.5, 7.5, 5.5, 6.5, 7.5, 6.5]"
2,/sports/mvball/2016-17/boxscores/20170224_w845.xml,"[1.0, 2.0, 1.0, 2.4, 2.6, 0.0, 0.0, -1.0, -2.0, -3.0]"
3,/sports/mvball/2016-17/boxscores/20170224_w845.xml,"[-0.6, -1.6, 0.2, 1.2, 1.4, -0.4, 0.0, 0.5, 2.0, 3.0]"
4,/sports/mvball/2016-17/boxscores/20170224_w845.xml,"[1.0, 1.6, 1.4, 1.6, 0.2, 1.2, -0.2, 1.2, 3.0, 0.0]"
5,/sports/mvball/2016-17/boxscores/20170224_w845.xml,"[-1.3333333333333333, -1.0, -1.3333333333333333, -0.3333333333333333, 1.3333333333333333, 1.6666666666666667, 1.3333333333333333, 2.5, 2.5, 2.5]"
1,/sports/mvball/2016-17/boxscores/20170225_i5z3.xml,"[-0.6, -1.6, -1.4, -0.4, -1.4, -2.5, -5.0, -7.0, -6.5, -5.0]"
2,/sports/mvball/2016-17/boxscores/20170225_i5z3.xml,"[-1.8, -3.2, -5.0, -4.0, -4.5, -4.5, -4.0, -4.5, -5.5, -6.5]"
3,/sports/mvball/2016-17/boxscores/20170225_i5z3.xml,"[-2.0, -2.2, -1.2, -0.2, 0.0, -1.5, 0.0, 0.0, -2.5, -3.0]"
1,/sports/mvball/2016-17/boxscores/20170225_a2ie.xml,"[-0.2, 0.4, -1.0, -4.5, -5.5, -5.5, -4.5, -6.0, -8.0, -7.0]"
2,/sports/mvball/2016-17/boxscores/20170225_a2ie.xml,"[-0.2, 2.0, 2.5, 1.0, 0.5, 0.5, -2.0, -4.0, -3.0, -6.5]"
3,/sports/mvball/2016-17/boxscores/20170225_a2ie.xml,"[1.4, 3.2, 4.6, 4.4, 5.4, 4.4, 2.2, 1.6, 2.0, 1.5]"
1,/sports/mvball/2016-17/boxscores/20170303_q51k.xml,"[-0.6, -1.2, -1.0, -0.4, -0.5, -1.0, 0.5, -0.5, -2.5, -4.5]"
2,/sports/mvball/2016-17/boxscores/20170303_q51k.xml,"[1.4, 0.0, -0.2, -2.8, -3.0, -2.8, -3.4, -2.4, -2.0, -2.0]"
3,/sports/mvball/2016-17/boxscores/20170303_q51k.xml,"[0.6, -0.8, 0.6, 1.2, -2.6, -3.5, -0.5, 0.5, 3.0, 4.5]"
4,/sports/mvball/2016-17/boxscores/20170303_q51k.xml,"[-0.2, 0.4, -1.4, -2.4, -2.5, -1.5, -4.0, -4.5, -3.5, -3.5]"
1,/sports/mvball/2016-17/boxscores/20170303_4lol.xml,"[-0.6, 0.4, 1.4, 0.0, -1.0, -1.6, -1.8, -2.0, -2.5, -2.5]"
2,/sports/mvball/2016-17/boxscores/20170303_4lol.xml,"[-0.2, 2.4, 2.2, 3.6, 3.4, 4.4, 3.0, 2.8, 0.0, -1.0]"
3,/sports/mvball/2016-17/boxscores/20170303_4lol.xml,"[-0.2, -0.8, -0.2, 0.0, -2.0, -2.0, -3.5, -4.0, -5.0, -6.0]"
1,/sports/mvball/2016-17/boxscores/20170310_5j2q.xml,"[1.0, 3.0, 5.0, 6.5, 8.0, 11.0, 11.333333333333334, 11.0, 13.333333333333334, 15.0]"
2,/sports/mvball/2016-17/boxscores/20170310_5j2q.xml,"[0.0, -1.5, -3.5, -2.5, 0.5, 4.5, 7.0, 7.0, 7.5, 9.0]"
3,/sports/mvball/2016-17/boxscores/20170310_5j2q.xml,"[1.0, 3.0, 5.0, 4.5, 8.0, 10.0, 11.5, 10.0, 10.333333333333334, 12.0]"
1,/sports/mvball/2016-17/boxscores/20170311_38c7.xml,"[2.0, 3.5, 5.5, 5.5, 8.5, 9.0, 9.5, 9.0, 11.0, 10.666666666666666]"
2,/sports/mvball/2016-17/boxscores/20170311_38c7.xml,"[0.2, 2.5, 1.5, 2.5, 5.0, 5.5, 4.0, 6.5, 8.0, 8.5]"
3,/sports/mvball/2016-17/boxscores/20170311_38c7.xml,"[0.5, 2.5, 6.0, 7.0, 8.666666666666666, 9.666666666666666, 10.0, 13.0, 14.0, 17.0]"
1,/sports/mvball/2016-17/boxscores/20170311_oirf.xml,"[-1.4, -2.0, -2.0, -5.0, -7.0, -8.5, -6.5, -6.0, -6.0, -7.5]"
2,/sports/mvball/2016-17/boxscores/20170311_oirf.xml,"[-0.6, -0.8, -1.8, -3.0, -4.5, -4.5, -4.0, -4.5, -6.0, -6.0]"
3,/sports/mvball/2016-17/boxscores/20170311_oirf.xml,"[0.6, 0.8, -2.2, -3.2, -5.0, -6.5, -8.0, -7.0, -5.0, -4.5]"
1,/sports/mvball/2016-17/boxscores/20170318_1urx.xml,"[0.5, -2.5, -5.5, -7.5, -9.333333333333334, -11.0, -12.666666666666666, -12.333333333333334, -13.333333333333334, -15.0]"
2,/sports/mvball/2016-17/boxscores/20170318_1urx.xml,"[0.2, 1.6, 2.6, 2.8, 2.6, 1.2, 2.6, 3.5, 2.0, -1.5]"
3,/sports/mvball/2016-17/boxscores/20170318_1urx.xml,"[-1.8, -3.2, -3.0, -3.5, -5.0, -5.5, -5.5, -6.5, -7.0, -7.0]"
1,/sports/mvball/2016-17/boxscores/20170323_tadb.xml,"[-0.6, 2.4, 3.0, 0.8, -1.5, -2.5, -3.5, -3.5, -4.0, -4.5]"
2,/sports/mvball/2016-17/boxscores/20170323_tadb.xml,"[-0.5, -1.0, -2.5, -5.5, -6.5, -10.0, -11.5, -11.0, -10.0, -9.5]"
3,/sports/mvball/2016-17/boxscores/20170323_tadb.xml,"[-0.6, 4.0, 6.2, 5.2, 1.8, 1.2, 2.2, 1.0, 1.5, -1.5]"
1,/sports/mvball/2016-17/boxscores/20170325_gu72.xml,"[-0.2, 0.0, 1.0, 1.2, 0.0, -1.5, -2.5, -2.0, -2.5, -5.0]"
2,/sports/mvball/2016-17/boxscores/20170325_gu72.xml,"[-0.8333333333333334, -2.8333333333333335, -2.6, -2.8, -2.6, -3.2, -1.0, -2.0, -1.4, -0.8]"
3,/sports/mvball/2016-17/boxscores/20170325_gu72.xml,"[0.5, -2.0, -0.5, 1.0, 0.0, -2.0, -4.5, -5.5, -8.0, -8.666666666666666]"
1,/sports/mvball/2016-17/boxscores/20170325_j9os.xml,"[-1.4, -1.6, -2.6, -3.2, -2.6, -0.4, -1.4, -0.4, 0.5, 0.5]"
2,/sports/mvball/2016-17/boxscores/20170325_j9os.xml,"[-0.6, -2.8, -3.8, -4.4, -5.0, -4.0, -3.0, -4.0, -2.0, -3.0]"
3,/sports/mvball/2016-17/boxscores/20170325_j9os.xml,"[-0.2, -0.4, -2.4, -1.0, -1.0, -3.0, -5.0, -5.5, -7.0, -6.0]"
4,/sports/mvball/2016-17/boxscores/20170325_j9os.xml,"[0.2, -1.6, -2.6, -5.5, -8.5, -8.5, -8.0, -7.0, -6.5, -6.5]"
1,/sports/mvball/2016-17/boxscores/20170401_i96b.xml,"[-1.8, -4.0, -4.5, -6.0, -5.0, -7.0, -7.0, -7.5, -8.5, -8.0]"
2,/sports/mvball/2016-17/boxscores/20170401_i96b.xml,"[0.6, 0.8, 1.4, -1.6, -2.6, -2.8, -2.2, -2.5, -2.0, -2.0]"
3,/sports/mvball/2016-17/boxscores/20170401_i96b.xml,"[-2.6, -2.4, -1.4, -2.4, -5.0, -5.0, -4.0, -3.5, -3.0, -5.0]"
1,/sports/mvball/2016-17/boxscores/20170401_omw0.xml,"[-2.2, -4.0, -2.5, -2.75, -3.0, -5.0, -6.0, -3.5, -5.0, -6.5]"
2,/sports/mvball/2016-17/boxscores/20170401_omw0.xml,"[0.6, 0.4, -2.6, -1.2, -0.2, -1.2, -2.5, -4.0, -5.0, -3.5]"
3,/sports/mvball/2016-17/boxscores/20170401_omw0.xml,"[-0.5, -3.5, -5.0, -5.5, -3.5, -4.5, -5.5, -8.5, -9.5, -9.5]"
1,/sports/mvball/2015-16/boxscores/20160115_8gri.xml,"[0.2, -1.5, -3.0, -5.0, -5.5, -7.5, -9.0, -9.5, -9.0, -9.0]"
2,/sports/mvball/2015-16/boxscores/20160115_8gri.xml,"[0.0, -2.5, -6.5, -9.5, -11.5, -13.0, -13.0, -11.0, -10.0, -9.5]"
3,/sports/mvball/2015-16/boxscores/20160115_8gri.xml,"[-1.0, -1.0, -2.5, -3.5, -5.0, -7.5, -8.0, -8.5, -9.0, -10.0]"
1,/sports/mvball/2015-16/boxscores/20160115_f5hz.xml,"[1.0, 0.4, -1.0, -3.6, -4.5, -6.0, -4.0, -2.5, -3.5, -5.0]"
2,/sports/mvball/2015-16/boxscores/20160115_f5hz.xml,"[-2.0, -3.0, -3.0, -3.5, -4.0, -6.0, -9.0, -9.333333333333334, -11.0, -12.0]"
3,/sports/mvball/2015-16/boxscores/20160115_f5hz.xml,"[-0.6, 1.2, 4.2, 3.2, 3.8, 4.0, 3.8, 1.2, 2.2, 0.0]"
1,/sports/mvball/2015-16/boxscores/20160119_9zpk.xml,"[-0.5, -4.0, -5.5, -6.0, -8.0, -9.5, -8.666666666666666, -10.333333333333334, -12.0, -13.666666666666666]"
2,/sports/mvball/2015-16/boxscores/20160119_9zpk.xml,"[-2.2, -1.2, -2.0, -4.5, -5.5, -7.0, -6.5, -6.5, -7.5, -7.5]"
3,/sports/mvball/2015-16/boxscores/20160119_9zpk.xml,"[0.2, 2.0, 1.4, 0.5, -2.0, -2.5, -1.5, -3.0, -4.5, -6.5]"
1,/sports/mvball/2015-16/boxscores/20160129_v8mc.xml,"[-2.6, -3.2, -5.5, -4.5, -4.0, -6.5, -7.0, -8.5, -8.5, -7.0]"
2,/sports/mvball/2015-16/boxscores/20160129_v8mc.xml,"[0.0, 1.0, -1.0, -2.5, -3.0, -4.5, -8.5, -12.5, -11.5, -10.0]"
3,/sports/mvball/2015-16/boxscores/20160129_v8mc.xml,"[-3.0, -4.5, -4.5, -5.5, -5.5, -6.5, -7.0, -7.0, -7.5, -8.5]"
1,/sports/mvball/2015-16/boxscores/20160129_iq3h.xml,"[2.2, 2.0, -1.0, -1.0, -1.5, -3.0, -5.5, -5.0, -6.5, -6.0]"
2,/sports/mvball/2015-16/boxscores/20160129_iq3h.xml,"[0.6, -1.6, -3.4, -3.5, -3.5, -4.5, -5.0, -6.0, -5.5, -6.5]"
3,/sports/mvball/2015-16/boxscores/20160129_iq3h.xml,"[1.4, -0.8, -0.2, 0.8, -0.2, -1.5, -3.0, -2.0, -2.0, -4.5]"
1,/sports/mvball/2015-16/boxscores/20160130_3ri5.xml,"[-1.0, -3.0, -4.5, -2.5, -3.5, -4.5, -8.5, -11.0, -11.333333333333334, -11.666666666666666]"
2,/sports/mvball/2015-16/boxscores/20160130_3ri5.xml,"[1.4, -1.6, -1.4, -3.2, -3.0, -3.0, -3.0, -3.0, -5.0, -5.5]"
3,/sports/mvball/2015-16/boxscores/20160130_3ri5.xml,"[-0.2, -2.0, -1.0, 1.0, 0.0, -1.5, -2.5, -5.5, -6.5, -6.5]"
1,/sports/mvball/2015-16/boxscores/20160130_evhx.xml,"[-2.6, -3.2, -2.6, -0.4, -1.4, -1.6, -2.2, -2.5, -1.0, 0.5]"
2,/sports/mvball/2015-16/boxscores/20160130_evhx.xml,"[0.2, 0.0, -0.5, 0.5, -0.5, -1.5, -2.0, -4.0, -5.5, -4.5]"
3,/sports/mvball/2015-16/boxscores/20160130_evhx.xml,"[-1.5, -2.0, -2.0, -4.5, -6.5, -8.666666666666666, -9.0, -9.333333333333334, -10.333333333333334, -12.0]"
4,/sports/mvball/2015-16/boxscores/20160130_evhx.xml,"[0.0, -1.5, -2.5, -4.0, -4.5, -5.0, -7.0, -8.0, -10.5, -10.0]"
1,/sports/mvball/2015-16/boxscores/20160204_2aaf.xml,"[-1.5, -3.0, -3.5, -4.5, -8.0, -10.5, -11.5, -12.666666666666666, -11.666666666666666, -12.0]"
2,/sports/mvball/2015-16/boxscores/20160204_2aaf.xml,"[-2.0, -4.0, -4.0, -6.0, -6.5, -10.5, -12.0, -10.0, -9.5, -9.0]"
3,/sports/mvball/2015-16/boxscores/20160204_2aaf.xml,"[-1.5, -2.0, -1.0, -2.0, -1.5, -1.5, -1.5, -4.5, -7.0, -8.5]"
1,/sports/mvball/2015-16/boxscores/20160205_3k3a.xml,"[-0.6, 0.0, -2.6, -2.8, -4.6, -6.8, -5.4, -2.5, -1.0, -2.0]"
2,/sports/mvball/2015-16/boxscores/20160205_3k3a.xml,"[-1.5, -3.0, -6.5, -10.5, -12.5, -14.0, -15.0, -16.0, -14.333333333333334, -14.666666666666666]"
3,/sports/mvball/2015-16/boxscores/20160205_3k3a.xml,"[-1.0, 0.0, -1.0, -1.2, -0.6, 0.8, -1.4, -2.0, -2.6, -1.2]"
1,/sports/mvball/2015-16/boxscores/20160211_ighh.xml,"[-1.0, -1.2, -3.0, -3.2, -3.8, -5.2, -3.5, -4.5, -4.0, -3.5]"
2,/sports/mvball/2015-16/boxscores/20160211_ighh.xml,"[0.0, -2.0, -2.5, -4.5, -5.0, -8.0, -8.0, -8.666666666666666, -9.0, -12.0]"
3,/sports/mvball/2015-16/boxscores/20160211_ighh.xml,"[-2.2, -2.0, -2.6, -5.6, -3.8, -4.0, -5.0, -3.5, -2.5, -3.0]"
1,/sports/mvball/2015-16/boxscores/20160219_tqr7.xml,"[-2.2, -2.0, -1.8, 0.4, -2.0, -4.0, -3.0, -0.5, -1.5, -2.5]"
2,/sports/mvball/2015-16/boxscores/20160219_tqr7.xml,"[-0.2, 1.2, 2.6, 3.6, 3.0, 4.8, 1.4, 0.8, -0.5, -1.5]"
3,/sports/mvball/2015-16/boxscores/20160219_tqr7.xml,"[-2.0, -4.0, -6.0, -7.5, -10.5, -14.0, -15.666666666666666, -14.666666666666666, -15.666666666666666, -14.666666666666666]"
1,/sports/mvball/2015-16/boxscores/20160220_ajfs.xml,"[-1.4, -2.8, -3.4, -0.8, -1.0, -2.0, -2.0, -2.0, -2.5, -3.0]"
2,/sports/mvball/2015-16/boxscores/20160220_ajfs.xml,"[-0.6, -0.4, -1.8, -1.5, 0.0, -1.5, -4.0, -3.5, -2.5, -5.5]"
3,/sports/mvball/2015-16/boxscores/20160220_ajfs.xml,"[3.0, 2.4, 1.8, -0.4, 0.2, 0.4, -1.4, -2.4, -3.4, -2.8]"
1,/sports/mvball/2015-16/boxscores/20160223_hptk.xml,"[0.6, -1.2, -1.8, -2.8, -1.4, -2.0, -2.5, -2.0, -0.5, 0.0]"
2,/sports/mvball/2015-16/boxscores/20160223_hptk.xml,"[-0.2, -2.0, -1.0, 0.8, -0.2, -2.4, -1.8, -1.5, -1.5, -1.0]"
3,/sports/mvball/2015-16/boxscores/20160223_hptk.xml,"[-1.0, 0.8, 1.0, 1.2, 2.2, 0.4, -1.4, -1.2, -1.4, 0.8]"
4,/sports/mvball/2015-16/boxscores/20160223_hptk.xml,"[-1.0, -3.0, -5.0, -6.5, -7.0, -6.0, -7.5, -9.0, -10.666666666666666, -9.666666666666666]"
1,/sports/mvball/2015-16/boxscores/20160226_jn8r.xml,"[2.5, 5.0, 8.0, 6.0, 4.5, 1.0, 1.5, 2.0, 1.0, -0.5]"
2,/sports/mvball/2015-16/boxscores/20160226_jn8r.xml,"[1.4, 2.0, 1.0, 1.6, 3.4, 5.6, 5.0, 4.4, 1.4, -0.8]"
3,/sports/mvball/2015-16/boxscores/20160226_jn8r.xml,"[-1.4, -3.2, -0.6, -3.0, -2.75, -6.5, -9.5, -8.5, -8.0, -9.0]"
4,/sports/mvball/2015-16/boxscores/20160226_jn8r.xml,"[-2.6, -3.6, -4.5, -6.5, -10.0, -10.5, -10.0, -11.0, -11.0, -12.5]"
1,/sports/mvball/2015-16/boxscores/20160310_ux46.xml,"[-0.2, -0.4, -1.8, -2.8, -1.8, -2.8, -3.0, -3.5, -3.0, -2.5]"
2,/sports/mvball/2015-16/boxscores/20160310_ux46.xml,"[-0.2, -0.4, 1.0, 0.0, 0.0, -1.5, -4.0, -5.5, -5.0, -5.5]"
3,/sports/mvball/2015-16/boxscores/20160310_ux46.xml,"[-2.0, -3.5, -3.0, -4.5, -5.5, -6.5, -8.5, -10.0, -11.0, -12.666666666666666]"
1,/sports/mvball/2015-16/boxscores/20160312_ntbd.xml,"[-1.4, -2.4, -5.0, -5.5, -6.5, -7.5, -7.5, -8.5, -8.0, -7.0]"
2,/sports/mvball/2015-16/boxscores/20160312_ntbd.xml,"[0.0, 0.5, 1.0, 0.5, -0.5, 0.0, -2.5, -6.0, -6.0, -8.5]"
3,/sports/mvball/2015-16/boxscores/20160312_ntbd.xml,"[-1.4, -2.8, -5.0, -3.2, 0.2, 2.5, 0.5, -2.5, -4.0, -4.5]"
1,/sports/mvball/2015-16/boxscores/20160316_ydio.xml,"[-1.5, -3.5, -2.0, -1.0, 0.5, -2.5, -6.5, -8.0, -9.0, -9.0]"
2,/sports/mvball/2015-16/boxscores/20160316_ydio.xml,"[1.4, 2.8, 2.2, 2.0, 1.0, -1.0, -2.5, -5.0, -5.0, -5.5]"
3,/sports/mvball/2015-16/boxscores/20160316_ydio.xml,"[-2.6, -3.2, -3.5, -6.0, -6.5, -6.5, -7.5, -9.0, -7.5, -7.0]"
1,/sports/mvball/2015-16/boxscores/20160319_2ay0.xml,"[-0.2, 0.0, -1.5, -0.5, -0.5, 2.5, 2.5, 3.5, 2.5, 1.5]"
2,/sports/mvball/2015-16/boxscores/20160319_2ay0.xml,"[-1.0, 1.5, 1.0, -2.0, -2.5, -6.5, -8.5, -11.0, -13.333333333333334, -11.666666666666666]"
3,/sports/mvball/2015-16/boxscores/20160319_2ay0.xml,"[-1.0, -3.5, -3.0, -6.5, -7.5, -10.0, -10.5, -11.0, -10.666666666666666, -9.666666666666666]"
1,/sports/mvball/2015-16/boxscores/20160319_2bq8.xml,"[-1.0, -0.8, -1.0, -1.0, -3.0, -4.0, -4.5, -4.5, -4.0, -5.5]"
2,/sports/mvball/2015-16/boxscores/20160319_2bq8.xml,"[-0.5, -4.0, -5.0, -6.5, -8.5, -10.666666666666666, -12.333333333333334, -12.666666666666666, -12.333333333333334, -14.0]"
3,/sports/mvball/2015-16/boxscores/20160319_2bq8.xml,"[-2.2, -0.8, 1.8, 1.2, -1.0, 1.2, 4.2, 3.6, 2.0, 0.5]"
