set_num,url,vector
1,/sports/mvball/2015-16/boxscores/20160323_6shk.xml,"[-1.5, -2.0, -4.5, -5.5, -3.5, -5.5, -6.666666666666667, -8.333333333333334, -10.0, -13.0]"
2,/sports/mvball/2015-16/boxscores/20160323_6shk.xml,"[-0.5, -2.0, -3.5, -3.5, -6.5, -8.666666666666666, -9.666666666666666, -10.0, -12.333333333333334, -14.0]"
3,/sports/mvball/2015-16/boxscores/20160323_6shk.xml,"[-0.6, -1.6, -0.2, -2.4, -4.6, -5.2, -3.5, -1.5, -2.0, -3.5]"
1,/sports/mvball/2015-16/boxscores/20160325_3wiv.xml,"[0.0, -2.5, -3.5, -4.0, -4.5, -6.5, -10.5, -11.0, -13.0, -10.666666666666666]"
2,/sports/mvball/2015-16/boxscores/20160325_3wiv.xml,"[0.16666666666666666, 0.5, 1.1666666666666667, -0.16666666666666666, 1.4, 0.8, -1.4, 0.8, 1.0, -0.8]"
3,/sports/mvball/2015-16/boxscores/20160325_3wiv.xml,"[1.8, 1.5, -0.5, -3.5, -5.0, -5.0, -3.0, -5.0, -6.0, -8.0]"
1,/sports/mvball/2015-16/boxscores/20160401_kw52.xml,"[1.8, 4.8, 1.8, 2.8, 3.8, 4.0, 1.0, 1.2, 2.5, 1.5]"
2,/sports/mvball/2015-16/boxscores/20160401_kw52.xml,"[0.2, -1.2, -1.0, -1.6, -3.8, -1.0, -2.0, -1.0, 1.5, 4.0]"
3,/sports/mvball/2015-16/boxscores/20160401_kw52.xml,"[-0.2, -0.8, -1.4, -2.8, -4.2, -4.4, -3.0, -1.2, -1.0, -1.0]"
4,/sports/mvball/2015-16/boxscores/20160401_kw52.xml,"[1.8, 1.2, 3.4, 3.5, 2.0, 3.0, 4.5, 3.0, 3.5, 6.5]"
1,/sports/wvball/2017-18/boxscores/20170902_xgjg.xml,"[0.0, 0.0, 2.5, 5.0, 7.0, 9.0, 9.333333333333334, 9.0, 10.666666666666666, 13.0]"
2,/sports/wvball/2017-18/boxscores/20170902_xgjg.xml,"[2.6, 3.6, 4.2, 6.8, 4.6, 0.8, -0.2, -0.5, 1.5, 3.0]"
3,/sports/wvball/2017-18/boxscores/20170902_xgjg.xml,"[0.2, 0.4, 1.0, 1.2, 2.2, 4.8, 4.2, 4.8, 1.0, -0.4]"
4,/sports/wvball/2017-18/boxscores/20170902_xgjg.xml,"[0.6, -1.2, -1.4, -3.6, -5.0, -5.5, -6.0, -5.0, -4.0, -5.0]"
5,/sports/wvball/2017-18/boxscores/20170902_xgjg.xml,"[1.3333333333333333, 1.0, 0.6666666666666666, 3.0, 2.0, 0.3333333333333333, -2.0, -3.5, -1.5, -2.5]"
1,/sports/wvball/2017-18/boxscores/20170902_qysv.xml,"[-1.0, -0.4, -1.8, -1.6, 0.2, -0.8, 0.0, 0.0, 2.0, 2.5]"
2,/sports/wvball/2017-18/boxscores/20170902_qysv.xml,"[0.2, -2.0, -1.4, 0.0, -2.0, -3.0, -1.5, 0.0, -3.5, -6.5]"
3,/sports/wvball/2017-18/boxscores/20170902_qysv.xml,"[-2.2, -2.8, -1.4, 0.4, -0.5, 1.5, 2.0, 1.0, -1.5, -3.0]"
4,/sports/wvball/2017-18/boxscores/20170902_qysv.xml,"[-2.1666666666666665, -0.5, -0.2, -2.0, -4.6, -3.6, -4.6, -4.0, -1.4, -0.4]"
1,/sports/wvball/2017-18/boxscores/20170903_487o.xml,"[-0.2, -0.4, -3.0, -5.6, -5.0, -4.5, -1.5, -1.5, 1.5, 4.0]"
2,/sports/wvball/2017-18/boxscores/20170903_487o.xml,"[-3.0, -2.0, 3.0, 5.2, 5.4, 4.0, 2.2, 3.0, 2.5, 3.0]"
3,/sports/wvball/2017-18/boxscores/20170903_487o.xml,"[-0.6, 0.4, 2.2, 3.6, 4.2, 4.8, 3.4, 2.8, -0.6, 0.0]"
1,/sports/wvball/2017-18/boxscores/20170908_658g.xml,"[2.2, 2.4, 1.8, 2.8, 4.5, 1.5, 0.0, 1.0, 3.5, 5.5]"
2,/sports/wvball/2017-18/boxscores/20170908_658g.xml,"[2.6, 2.4, 3.4, 3.6, 5.4, 8.8, 5.8, 5.0, 5.0, 3.0]"
3,/sports/wvball/2017-18/boxscores/20170908_658g.xml,"[-0.6, 2.4, 0.2, 0.4, 2.2, 3.2, 2.6, -0.5, -1.0, 0.5]"
1,/sports/wvball/2017-18/boxscores/20170908_jfo6.xml,"[-0.2, 0.4, 1.8, 2.0, 4.5, 6.0, 4.5, 4.0, 4.0, 5.5]"
2,/sports/wvball/2017-18/boxscores/20170908_jfo6.xml,"[1.0, 3.0, 4.0, 4.5, 4.5, 5.5, 6.0, 7.0, 7.0, 8.5]"
3,/sports/wvball/2017-18/boxscores/20170908_jfo6.xml,"[1.0, -0.4, 1.8, 1.2, 2.6, 0.4, 1.0, 1.2, 1.0, -1.5]"
4,/sports/wvball/2017-18/boxscores/20170908_jfo6.xml,"[2.6, 3.6, 1.0, 0.8, 4.2, 4.0, 3.0, 1.5, 3.0, 3.5]"
1,/sports/wvball/2017-18/boxscores/20170909_9cz7.xml,"[0.2, -0.4, -0.2, -0.4, 0.2, -0.4, -0.2, -1.2, -2.5, -2.0]"
2,/sports/wvball/2017-18/boxscores/20170909_9cz7.xml,"[1.4, 3.6, 5.8, 4.4, 3.4, 1.5, 1.0, 0.0, 1.5, 4.0]"
3,/sports/wvball/2017-18/boxscores/20170909_9cz7.xml,"[-1.8, -2.8, -5.0, -5.6, -4.5, -4.0, -1.5, -1.0, -4.5, -5.5]"
4,/sports/wvball/2017-18/boxscores/20170909_9cz7.xml,"[-0.6, 1.6, -0.6, -0.4, -1.4, -4.0, -3.0, -1.6, -0.6, 0.4]"
5,/sports/wvball/2017-18/boxscores/20170909_9cz7.xml,"[-2.0, -4.333333333333333, -2.0, -1.6666666666666667, -0.6666666666666666, -0.3333333333333333, -1.3333333333333333, -1.0, -1.3333333333333333, -1.0]"
1,/sports/wvball/2017-18/boxscores/20170909_uh5e.xml,"[1.5, 2.5, 6.5, 9.5, 9.0, 9.0, 8.0, 8.0, 9.333333333333334, 11.0]"
2,/sports/wvball/2017-18/boxscores/20170909_uh5e.xml,"[0.6, 2.0, 3.8, 6.4, 4.0, 3.5, 3.0, 4.5, 5.5, 5.0]"
3,/sports/wvball/2017-18/boxscores/20170909_uh5e.xml,"[2.0, 4.0, 4.5, 7.0, 6.0, 5.0, 5.5, 8.5, 9.333333333333334, 11.0]"
1,/sports/wvball/2017-18/boxscores/20170912_3zue.xml,"[-1.0, -4.0, -7.8, -5.5, -6.5, -7.5, -6.5, -6.0, -8.5, -7.0]"
2,/sports/wvball/2017-18/boxscores/20170912_3zue.xml,"[-1.0, -2.0, -1.0, -0.8, -1.8, -2.4, -2.6, 0.0, -0.5, -2.5]"
3,/sports/wvball/2017-18/boxscores/20170912_3zue.xml,"[1.0, 1.0, 3.0, 5.5, 5.5, 5.0, 7.0, 8.5, 8.5, 9.0]"
4,/sports/wvball/2017-18/boxscores/20170912_3zue.xml,"[-3.0, -3.2, -0.2, 0.4, 0.6, 0.4, 1.4, -1.0, -3.0, -3.0]"
1,/sports/wvball/2017-18/boxscores/20170916_xoun.xml,"[0.6, 0.8, 0.6, -1.5, -5.0, -6.0, -6.5, -7.5, -7.25, -7.0]"
2,/sports/wvball/2017-18/boxscores/20170916_xoun.xml,"[-0.2, -1.2, -1.4, 0.8, 1.4, 1.6, 2.2, 2.4, 2.0, 1.0]"
3,/sports/wvball/2017-18/boxscores/20170916_xoun.xml,"[-1.8, -0.4, -2.2, 0.0, 1.8, 2.0, 0.0, -0.5, 0.5, 3.5]"
4,/sports/wvball/2017-18/boxscores/20170916_xoun.xml,"[-1.0, 2.0, 0.5, 2.5, 6.5, 8.5, 10.5, 12.666666666666666, 11.666666666666666, 12.0]"
1,/sports/wvball/tournament/boxscores/20170916_xoun.xml,"[0.6, 0.8, 0.6, -1.5, -5.0, -6.0, -6.5, -7.5, -7.25, -7.0]"
2,/sports/wvball/tournament/boxscores/20170916_xoun.xml,"[-0.2, -1.2, -1.4, 0.8, 1.4, 1.6, 2.2, 2.4, 2.0, 1.0]"
3,/sports/wvball/tournament/boxscores/20170916_xoun.xml,"[-1.8, -0.4, -2.2, 0.0, 1.8, 2.0, 0.0, -0.5, 0.5, 3.5]"
4,/sports/wvball/tournament/boxscores/20170916_xoun.xml,"[-1.0, 2.0, 0.5, 2.5, 6.5, 8.5, 10.5, 12.666666666666666, 11.666666666666666, 12.0]"
1,/sports/wvball/2017-18/boxscores/20170921_pgt8.xml,"[-0.6, -2.4, -3.0, -1.0, -2.0, -0.5, 3.5, 3.5, 4.5, 6.0]"
2,/sports/wvball/2017-18/boxscores/20170921_pgt8.xml,"[1.0, 0.5, 3.5, 3.0, 2.0, 2.5, 6.0, 9.0, 12.0, 13.0]"
3,/sports/wvball/2017-18/boxscores/20170921_pgt8.xml,"[0.6, 1.6, 3.8, 2.4, 6.0, 7.0, 7.0, 5.0, 4.0, 5.0]"
1,/sports/wvball/2017-18/boxscores/20170926_u9mi.xml,"[-1.0, -0.5, -2.0, -0.5, 0.0, -2.5, -3.0, -4.5, -4.0, -7.5]"
2,/sports/wvball/2017-18/boxscores/20170926_u9mi.xml,"[1.8, 4.8, 4.2, 6.8, 7.8, 7.2, 6.5, 4.0, 3.5, 3.5]"
3,/sports/wvball/2017-18/boxscores/20170926_u9mi.xml,"[2.6, 2.4, 1.8, 3.6, 5.0, 5.5, 7.0, 5.5, 3.0, 4.5]"
4,/sports/wvball/2017-18/boxscores/20170926_u9mi.xml,"[3.0, 3.5, 3.5, 4.0, 7.0, 7.5, 8.0, 7.0, 7.5, 8.5]"
1,/sports/wvball/2017-18/boxscores/20170929_88f0.xml,"[-0.2, -2.0, -0.2, 0.0, 0.6, 1.5, 1.5, 0.0, -1.5, -3.5]"
2,/sports/wvball/2017-18/boxscores/20170929_88f0.xml,"[0.6, -0.5, -2.0, 1.0, -1.0, 1.5, 4.0, 6.5, 7.5, 8.5]"
3,/sports/wvball/2017-18/boxscores/20170929_88f0.xml,"[2.0, 3.0, 3.0, 6.5, 8.0, 9.0, 10.0, 11.0, 13.333333333333334, 15.0]"
4,/sports/wvball/2017-18/boxscores/20170929_88f0.xml,"[-1.5, -3.0, 0.5, 4.5, 8.5, 9.0, 9.0, 10.666666666666666, 11.0, 12.0]"
1,/sports/wvball/2017-18/boxscores/20170929_l9lv.xml,"[1.0, 0.0, -1.0, -0.4, -2.2, -2.8, -2.2, -1.0, -3.0, -2.0]"
2,/sports/wvball/2017-18/boxscores/20170929_l9lv.xml,"[1.4, 3.2, 1.0, -1.0, -2.0, -5.0, -5.0, -4.5, -6.5, -7.0]"
3,/sports/wvball/2017-18/boxscores/20170929_l9lv.xml,"[1.0, 2.5, 2.0, -0.5, -2.5, -3.5, -6.0, -5.5, -6.5, -9.0]"
1,/sports/wvball/2017-18/boxscores/20170930_h3ij.xml,"[-0.5, -1.0, -1.0, -2.5, -6.5, -8.0, -7.5, -6.5, -7.0, -8.5]"
2,/sports/wvball/2017-18/boxscores/20170930_h3ij.xml,"[1.0, -2.0, -4.0, -5.0, -4.0, -4.5, -7.5, -10.0, -8.5, -8.0]"
3,/sports/wvball/2017-18/boxscores/20170930_h3ij.xml,"[-2.0, -1.5, 1.0, -1.5, -3.0, -4.5, -4.0, -6.0, -8.0, -11.0]"
1,/sports/wvball/2017-18/boxscores/20170930_0cj1.xml,"[-1.0, -2.5, -4.0, -6.5, -10.5, -12.5, -13.5, -13.333333333333334, -13.0, -12.666666666666666]"
2,/sports/wvball/2017-18/boxscores/20170930_0cj1.xml,"[1.0, 2.0, 1.0, -2.0, -5.5, -5.0, -4.0, -5.0, -6.5, -6.0]"
3,/sports/wvball/2017-18/boxscores/20170930_0cj1.xml,"[0.0, -2.5, -3.5, -6.5, -8.5, -7.0, -10.5, -12.5, -10.0, -10.0]"
1,/sports/wvball/2017-18/boxscores/20171003_0w5g.xml,"[-2.6, -2.8, -1.0, -0.5, -1.0, -3.5, -4.5, -8.0, -10.0, -8.0]"
2,/sports/wvball/2017-18/boxscores/20171003_0w5g.xml,"[-1.8, -5.0, -4.0, -2.5, -3.5, -6.5, -9.0, -7.5, -7.0, -8.5]"
3,/sports/wvball/2017-18/boxscores/20171003_0w5g.xml,"[1.0, 0.4, 2.6, 2.4, 4.2, 2.4, 1.4, 0.0, 2.0, 3.0]"
4,/sports/wvball/2017-18/boxscores/20171003_0w5g.xml,"[0.5, 0.0, -2.0, -3.5, -6.5, -7.0, -5.5, -5.5, -7.0, -10.0]"
1,/sports/wvball/2017-18/boxscores/20171007_lw5s.xml,"[-2.2, -1.2, -0.2, -2.0, -3.4, -4.4, -8.0, -5.5, -1.5, 2.5]"
2,/sports/wvball/2017-18/boxscores/20171007_lw5s.xml,"[0.6, 2.4, 2.6, 4.4, 3.2, 1.4, 1.2, 3.0, 2.0, 0.5]"
3,/sports/wvball/2017-18/boxscores/20171007_lw5s.xml,"[0.6, 0.8, -0.6, -1.2, -1.4, 0.0, 2.6, 2.5, 2.0, 2.0]"
4,/sports/wvball/2017-18/boxscores/20171007_lw5s.xml,"[1.4, 0.4, 0.5, 1.5, 0.0, 0.5, 2.5, 4.5, 7.5, 8.0]"
1,/sports/wvball/2017-18/boxscores/20171010_g3wc.xml,"[-1.8, -1.6, -3.4, -4.8, -4.2, -2.8, -5.4, -4.0, -2.0, -2.0]"
2,/sports/wvball/2017-18/boxscores/20171010_g3wc.xml,"[-2.6, -5.2, -3.8, -4.4, -6.6, -7.6, -4.5, -3.0, -4.5, -4.0]"
3,/sports/wvball/2017-18/boxscores/20171010_g3wc.xml,"[1.8, 6.0, 5.8, 4.5, 4.5, 3.5, 5.5, 9.0, 7.5, 6.5]"
4,/sports/wvball/2017-18/boxscores/20171010_g3wc.xml,"[0.6, -0.4, -1.0, -0.4, -2.2, -3.5, -5.0, -4.0, -5.0, -4.5]"
1,/sports/wvball/2017-18/boxscores/20171013_bhsz.xml,"[2.5, 5.0, 8.5, 9.5, 9.5, 11.0, 11.0, 11.5, 10.666666666666666, 11.666666666666666]"
2,/sports/wvball/2017-18/boxscores/20171013_bhsz.xml,"[2.5, 5.0, 4.0, 5.0, 6.0, 7.0, 8.5, 10.0, 10.333333333333334, 12.0]"
3,/sports/wvball/2017-18/boxscores/20171013_bhsz.xml,"[-1.8, 2.0, 4.2, 4.0, 3.5, 3.0, 1.5, 2.5, 4.0, 6.0]"
1,/sports/wvball/2017-18/boxscores/20171014_skgx.xml,"[3.0, 4.4, 1.4, 0.8, 5.0, 7.0, 9.5, 10.0, 8.5, 7.0]"
2,/sports/wvball/2017-18/boxscores/20171014_skgx.xml,"[2.5, 3.5, 5.0, 5.5, 5.5, 6.5, 9.0, 10.5, 13.333333333333334, 13.666666666666666]"
3,/sports/wvball/2017-18/boxscores/20171014_skgx.xml,"[0.2, 0.4, 0.2, 2.0, 1.8, 0.8, 0.6, -1.5, 0.0, 2.5]"
1,/sports/wvball/2017-18/boxscores/20171020_kthh.xml,"[-2.5, -5.0, -5.0, -4.5, -6.0, -7.666666666666667, -8.0, -11.0, -14.0, -15.0]"
2,/sports/wvball/2017-18/boxscores/20171020_kthh.xml,"[-1.0, -1.5, -3.5, -3.5, -3.5, -3.0, -6.0, -8.0, -7.0, -10.0]"
3,/sports/wvball/2017-18/boxscores/20171020_kthh.xml,"[-0.2, 1.6, 2.6, 3.6, 2.2, 1.2, 1.4, 3.0, 2.5, 2.0]"
4,/sports/wvball/2017-18/boxscores/20171020_kthh.xml,"[-0.5, 0.0, -2.0, -2.0, -1.0, -1.0, 0.0, -2.5, -4.5, -8.5]"
1,/sports/wvball/tournament/boxscores/20171020_kthh.xml,"[-2.5, -5.0, -5.0, -4.5, -6.0, -7.666666666666667, -8.0, -11.0, -14.0, -15.0]"
2,/sports/wvball/tournament/boxscores/20171020_kthh.xml,"[-1.0, -1.5, -3.5, -3.5, -3.5, -3.0, -6.0, -8.0, -7.0, -10.0]"
3,/sports/wvball/tournament/boxscores/20171020_kthh.xml,"[-0.2, 1.6, 2.6, 3.6, 2.2, 1.2, 1.4, 3.0, 2.5, 2.0]"
4,/sports/wvball/tournament/boxscores/20171020_kthh.xml,"[-0.5, 0.0, -2.0, -2.0, -1.0, -1.0, 0.0, -2.5, -4.5, -8.5]"
1,/sports/wvball/2017-18/boxscores/20171021_ewx1.xml,"[-2.0, 0.5, 2.5, 3.0, 1.5, 4.5, 6.0, 9.0, 12.0, 13.666666666666666]"
2,/sports/wvball/2017-18/boxscores/20171021_ewx1.xml,"[1.0, 3.0, 6.5, 9.0, 9.5, 8.5, 10.0, 11.0, 13.333333333333334, 13.666666666666666]"
3,/sports/wvball/2017-18/boxscores/20171021_ewx1.xml,"[1.5, 3.5, 4.5, 5.0, 4.5, 4.0, 4.5, 8.5, 11.0, 10.0]"
1,/sports/wvball/2017-18/boxscores/20171021_fqhq.xml,"[0.0, 3.0, 6.0, 9.0, 12.0, 15.0, 18.0, 19.5, 20.5, 22.5]"
2,/sports/wvball/2017-18/boxscores/20171021_fqhq.xml,"[1.0, 4.5, 4.5, 5.0, 3.5, 6.0, 8.0, 10.333333333333334, 12.0, 13.0]"
3,/sports/wvball/2017-18/boxscores/20171021_fqhq.xml,"[1.3333333333333333, 3.0, 6.0, 9.0, 12.0, 13.0, 14.0, 17.0, 18.666666666666668, 18.5]"
1,/sports/wvball/2017-18/boxscores/20171024_qbah.xml,"[0.2, -0.4, -1.0, -0.8, 1.0, -0.5, -1.0, -2.5, -5.5, -6.0]"
2,/sports/wvball/2017-18/boxscores/20171024_qbah.xml,"[-1.0, -0.5, -0.5, -0.5, -0.5, -3.5, -6.0, -5.0, -6.5, -9.0]"
3,/sports/wvball/2017-18/boxscores/20171024_qbah.xml,"[-0.5, -4.5, -6.5, -7.0, -8.5, -9.0, -9.5, -11.5, -11.333333333333334, -11.666666666666666]"
1,/sports/wvball/2017-18/boxscores/20171028_1znv.xml,"[-0.2, 1.2, -0.6, 2.4, 1.8, 1.6, -0.5, -0.5, 1.0, 2.5]"
2,/sports/wvball/2017-18/boxscores/20171028_1znv.xml,"[0.2, -2.0, -0.6, 0.4, 0.2, 0.4, -1.4, 0.0, 2.0, 2.0]"
3,/sports/wvball/2017-18/boxscores/20171028_1znv.xml,"[-0.6, 2.0, 2.6, 2.0, 5.0, 5.2, 5.4, 2.5, 1.5, 3.0]"
1,/sports/wvball/2017-18/boxscores/20171031_cmdr.xml,"[1.0, 1.0, 2.5, 5.5, 5.5, 6.0, 7.0, 7.0, 7.5, 9.5]"
2,/sports/wvball/2017-18/boxscores/20171031_cmdr.xml,"[0.2, -2.8, -2.2, -1.2, 0.2, 2.0, 2.6, 2.0, 0.6, 0.4]"
3,/sports/wvball/2017-18/boxscores/20171031_cmdr.xml,"[-1.8, 0.4, 0.6, 3.2, 6.2, 4.0, 3.4, 4.5, 4.5, 2.5]"
1,/sports/wvball/2017-18/boxscores/20171109_b6kt.xml,"[0.2, -0.4, -1.8, -4.0, -4.2, -4.0, -5.5, -6.0, -3.0, -4.5]"
2,/sports/wvball/2017-18/boxscores/20171109_b6kt.xml,"[-0.6, -0.4, -1.8, -0.8, -1.8, -1.5, -1.0, -2.5, -3.0, -3.5]"
1,/sports/wvball/2017-18/boxscores/20171109_eavr.xml,"[0.2, -0.4, 3.0, 6.5, 7.5, 11.0, 10.5, 8.0, 5.5, 5.5]"
2,/sports/wvball/2017-18/boxscores/20171109_eavr.xml,"[2.2, 4.0, 2.0, 3.5, 5.5, 6.0, 3.5, 4.0, 6.5, 7.5]"
1,/sports/wvball/2017-18/boxscores/20171110_fyfo.xml,"[-1.0, -3.6, -3.5, -5.0, -7.0, -7.0, -8.5, -9.5, -9.5, -8.0]"
2,/sports/wvball/2017-18/boxscores/20171110_fyfo.xml,"[-1.4, -2.0, 0.0, 1.5, 3.5, 5.0, 6.0, 6.5, 8.0, 8.5]"
3,/sports/wvball/2017-18/boxscores/20171110_fyfo.xml,"[0.5, 1.5, 1.0, 1.0, -1.0, -2.5, 0.0, 0.3333333333333333, 0.6666666666666666, 1.0]"
1,/sports/wvball/2017-18/boxscores/20171110_byol.xml,"[-0.6, 0.0, 0.5, 2.0, 3.0, 4.5, 5.0, 5.0, 6.5, 7.5]"
2,/sports/wvball/2017-18/boxscores/20171110_byol.xml,"[1.4, 1.6, 1.4, 2.8, 3.8, 2.0, 3.0, 2.0, 3.0, 3.5]"
1,/sports/wvball/2017-18/boxscores/20171110_fmaz.xml,"[0.5, 4.0, 5.5, 8.5, 10.0, 9.0, 8.0, 8.5, 8.5, 9.5]"
2,/sports/wvball/2017-18/boxscores/20171110_fmaz.xml,"[2.5, 3.5, 3.5, 4.0, 6.0, 7.5, 9.0, 10.5, 13.333333333333334, 11.666666666666666]"
3,/sports/wvball/2017-18/boxscores/20171110_fmaz.xml,"[0.6, 0.5, -2.0, -2.0, -2.0, -0.5, 2.0, 3.5, 6.0, 7.5]"
1,/sports/wvball/2016-17/boxscores/20160909_pf3n.xml,"[1.5, 1.0, 2.0, 2.5, 6.0, 5.0, 6.0, 9.0, 12.0, 15.0]"
2,/sports/wvball/2016-17/boxscores/20160909_pf3n.xml,"[-1.5, 0.0, 1.5, 3.0, 4.5, 5.0, 6.5, 8.0, 9.333333333333334, 11.0]"
3,/sports/wvball/2016-17/boxscores/20160909_pf3n.xml,"[0.5, 4.0, 5.5, 8.5, 8.5, 8.0, 7.0, 9.0, 7.5, 9.5]"
1,/sports/wvball/2016-17/boxscores/20160910_7p4c.xml,"[0.6, -0.8, -3.4, -5.6, -3.4, -6.0, -6.2, -3.0, -3.5, -3.0]"
2,/sports/wvball/2016-17/boxscores/20160910_7p4c.xml,"[1.8, 0.4, -1.0, -4.0, -6.0, -9.0, -8.5, -8.0, -8.0, -7.0]"
3,/sports/wvball/2016-17/boxscores/20160910_7p4c.xml,"[0.2, -0.5, -1.0, 0.0, -1.5, -3.0, -5.5, -8.5, -9.0, -8.0]"
1,/sports/wvball/2016-17/boxscores/20160910_r469.xml,"[-1.0, -3.2, -2.2, -2.0, -0.2, 0.4, 2.5, 2.5, 2.5, 3.5]"
2,/sports/wvball/2016-17/boxscores/20160910_r469.xml,"[-1.0, -2.0, -4.6, -3.2, -4.0, -4.0, -3.5, -3.0, -3.0, -5.5]"
3,/sports/wvball/2016-17/boxscores/20160910_r469.xml,"[-0.6, -1.6, -2.2, -2.8, -2.2, -2.0, 0.2, 1.6, 0.5, -2.0]"
4,/sports/wvball/2016-17/boxscores/20160910_r469.xml,"[0.0, 1.0, 2.5, 4.0, 6.0, 6.0, 8.5, 10.0, 10.0, 11.0]"
1,/sports/wvball/2016-17/boxscores/20160914_vki0.xml,"[-0.2, 0.0, 2.2, 1.6, 1.8, 2.0, 0.6, 2.0, 3.0, 3.0]"
2,/sports/wvball/2016-17/boxscores/20160914_vki0.xml,"[0.2, 0.0, 3.5, 5.0, 4.0, 4.5, 5.0, 4.0, 6.5, 8.5]"
3,/sports/wvball/2016-17/boxscores/20160914_vki0.xml,"[1.0, 2.5, 2.5, 5.0, 5.5, 5.0, 8.5, 7.5, 7.0, 8.5]"
1,/sports/wvball/2016-17/boxscores/20160916_jafu.xml,"[-1.8, -0.4, 1.4, 3.6, 3.8, 4.0, 3.0, 2.5, 0.5, 2.5]"
2,/sports/wvball/2016-17/boxscores/20160916_jafu.xml,"[0.2, 1.2, 1.8, 4.0, 5.5, 5.5, 6.0, 6.0, 7.5, 7.0]"
3,/sports/wvball/2016-17/boxscores/20160916_jafu.xml,"[2.2, 0.4, -1.8, 1.6, 3.0, 4.5, 5.0, 5.0, 5.0, 5.5]"
1,/sports/wvball/2016-17/boxscores/20160917_hvqw.xml,"[-2.6, -2.0, -1.8, 1.2, 1.4, 3.0, 5.5, 6.5, 5.5, 4.5]"
2,/sports/wvball/2016-17/boxscores/20160917_hvqw.xml,"[1.0, 3.0, 6.0, 8.5, 12.0, 12.5, 12.0, 10.5, 12.0, 10.666666666666666]"
3,/sports/wvball/2016-17/boxscores/20160917_hvqw.xml,"[1.0, 2.5, 4.666666666666667, 5.0, 7.333333333333333, 9.0, 12.0, 13.0, 14.0, 15.0]"
1,/sports/wvball/2016-17/boxscores/20160917_ax4b.xml,"[-0.6, -0.8, -1.0, 1.6, 2.2, 0.8, -0.6, -1.5, -3.0, -2.5]"
2,/sports/wvball/2016-17/boxscores/20160917_ax4b.xml,"[-1.8, -4.0, -3.0, -2.0, 0.0, 0.5, -1.5, -3.5, -4.5, -5.5]"
3,/sports/wvball/2016-17/boxscores/20160917_ax4b.xml,"[-1.4, -4.0, -3.4, -4.0, -4.0, -2.0, -3.5, -5.5, -8.0, -7.0]"
1,/sports/wvball/2016-17/boxscores/20160923_tfxl.xml,"[0.6, -2.8, -5.0, -6.4, -5.5, -3.0, -5.0, -6.0, -5.5, -6.0]"
