set_num,url,vector
2,/sports/wvball/2016-17/boxscores/20160923_tfxl.xml,"[2.5, 6.5, 8.0, 8.666666666666666, 11.0, 14.0, 15.0, 14.666666666666666, 15.0, 16.666666666666668]"
3,/sports/wvball/2016-17/boxscores/20160923_tfxl.xml,"[2.5, 4.0, 6.5, 7.5, 5.5, 5.5, 8.0, 9.0, 10.0, 11.666666666666666]"
4,/sports/wvball/2016-17/boxscores/20160923_tfxl.xml,"[-0.6, -1.2, -1.0, -4.0, -4.0, -3.5, -4.0, -4.0, -5.0, -7.0]"
5,/sports/wvball/2016-17/boxscores/20160923_tfxl.xml,"[2.0, 0.0, -2.0, -1.0, 0.6666666666666666, 1.0, 0.6666666666666666, -0.3333333333333333, 0.0, 1.0]"
1,/sports/wvball/2016-17/boxscores/20160924_1xfa.xml,"[1.0, 3.5, 2.5, 3.5, 4.5, 6.5, 8.0, 9.666666666666666, 12.0, 13.666666666666666]"
2,/sports/wvball/2016-17/boxscores/20160924_1xfa.xml,"[0.5, 4.5, 5.0, 3.75, 3.5, 5.0, 5.0, 6.5, 7.0, 10.5]"
3,/sports/wvball/2016-17/boxscores/20160924_1xfa.xml,"[-0.2, -1.2, -2.2, -2.0, -1.0, -1.2, -1.5, -3.0, -5.5, -4.5]"
4,/sports/wvball/2016-17/boxscores/20160924_1xfa.xml,"[0.0, 1.0, 0.5, 2.5, 4.5, 4.5, 6.0, 5.0, 6.0, 5.666666666666667]"
1,/sports/wvball/2016-17/boxscores/20160924_moac.xml,"[1.0, 2.0, 3.0, 6.5, 7.5, 7.5, 7.5, 7.5, 8.5, 7.5]"
2,/sports/wvball/2016-17/boxscores/20160924_moac.xml,"[0.0, 1.0, 1.5, 1.5, 1.5, 2.0, 2.5, 5.5, 8.5, 8.0]"
3,/sports/wvball/2016-17/boxscores/20160924_moac.xml,"[0.6, 0.5, 0.5, 2.5, 1.5, 1.0, 1.5, 0.0, 1.0, 1.0]"
1,/sports/wvball/2016-17/boxscores/20160930_583a.xml,"[3.0, 4.4, 3.0, 5.2, 4.2, 5.6, 3.0, 1.2, 1.0, 1.0]"
2,/sports/wvball/2016-17/boxscores/20160930_583a.xml,"[0.5, 3.5, 3.0, -0.5, -2.0, -2.0, -4.5, -7.333333333333333, -8.333333333333334, -8.666666666666666]"
3,/sports/wvball/2016-17/boxscores/20160930_583a.xml,"[-1.4, 0.0, -1.5, -2.0, -1.0, -1.0, -0.5, -3.5, -7.5, -9.0]"
4,/sports/wvball/2016-17/boxscores/20160930_583a.xml,"[-2.6, -4.0, -3.4, -3.2, -3.0, -0.4, -0.6, 0.0, 1.0, -0.5]"
1,/sports/wvball/2016-17/boxscores/20160930_wfmu.xml,"[1.4, -0.4, 1.4, 2.4, 3.0, 2.5, 3.0, 3.5, 4.0, 5.0]"
2,/sports/wvball/2016-17/boxscores/20160930_wfmu.xml,"[-2.2, -4.0, -2.5, -2.5, -3.5, -5.5, -4.0, -3.5, -5.0, -7.0]"
3,/sports/wvball/2016-17/boxscores/20160930_wfmu.xml,"[-0.5, 1.0, 0.0, 1.0, -1.0, -2.5, -6.5, -10.5, -10.5, -10.0]"
4,/sports/wvball/2016-17/boxscores/20160930_wfmu.xml,"[-2.2, -2.8, -5.8, -6.0, -5.0, -6.8, -5.0, -6.0, -4.0, -2.5]"
1,/sports/wvball/2016-17/boxscores/20161001_tqhf.xml,"[1.4, 3.0, 2.5, 1.5, 1.0, 1.5, 4.0, 6.5, 6.0, 7.5]"
2,/sports/wvball/2016-17/boxscores/20161001_tqhf.xml,"[1.5, 2.0, 2.0, 4.5, 6.666666666666667, 9.0, 10.666666666666666, 11.0, 13.333333333333334, 15.0]"
3,/sports/wvball/2016-17/boxscores/20161001_tqhf.xml,"[1.8, 4.4, 5.4, 2.5, 3.5, 7.5, 7.5, 5.0, 6.0, 6.5]"
1,/sports/wvball/2016-17/boxscores/20161001_fi6b.xml,"[1.5, -2.1666666666666665, -1.8, -1.2, -1.0, 0.4, 4.2, 4.8, 3.0, 0.8]"
2,/sports/wvball/2016-17/boxscores/20161001_fi6b.xml,"[-2.6, -0.8, 2.6, 0.4, -1.4, -4.0, -7.8, -7.5, -5.5, -3.0]"
3,/sports/wvball/2016-17/boxscores/20161001_fi6b.xml,"[2.2, 4.4, 3.5, 4.5, 3.5, 3.0, 2.0, 3.5, 5.0, 7.0]"
4,/sports/wvball/2016-17/boxscores/20161001_fi6b.xml,"[2.6, 3.6, 5.5, 7.5, 8.0, 10.0, 9.0, 7.0, 6.0, 7.0]"
1,/sports/wvball/2016-17/boxscores/20161007_5nhl.xml,"[-0.6, -0.4, 1.0, 4.0, 3.4, 0.4, 1.0, 0.5, 2.0, 3.0]"
2,/sports/wvball/2016-17/boxscores/20161007_5nhl.xml,"[2.2, 2.8, 1.4, 1.2, 2.5, 5.0, 5.5, 5.0, 3.5, 4.5]"
3,/sports/wvball/2016-17/boxscores/20161007_5nhl.xml,"[0.2, -2.8, -4.2, -3.6, -3.5, -2.0, -1.5, -3.5, -3.0, -5.5]"
4,/sports/wvball/2016-17/boxscores/20161007_5nhl.xml,"[2.6, 3.6, 1.0, -2.0, -3.0, -4.0, -3.5, -4.0, -4.5, -5.5]"
5,/sports/wvball/2016-17/boxscores/20161007_5nhl.xml,"[1.3333333333333333, 1.6666666666666667, 2.0, 3.0, 2.0, 1.0, 1.3333333333333333, -0.3333333333333333, -1.5, -1.5]"
1,/sports/wvball/2016-17/boxscores/20161007_nyvi.xml,"[-1.0, 0.0, 1.5, 2.5, 1.5, 1.5, 4.5, 8.0, 10.0, 11.0]"
2,/sports/wvball/2016-17/boxscores/20161007_nyvi.xml,"[-1.0, -0.4, -1.4, -5.5, -6.5, -5.0, -3.0, -2.0, -3.5, -5.5]"
3,/sports/wvball/2016-17/boxscores/20161007_nyvi.xml,"[1.0, 1.2, 0.5, 0.5, 2.5, 5.0, 8.0, 7.5, 5.5, 6.5]"
4,/sports/wvball/2016-17/boxscores/20161007_nyvi.xml,"[-2.0, -3.5, -6.5, -5.5, -3.5, -1.0, -4.5, -6.0, -7.5, -9.0]"
5,/sports/wvball/2016-17/boxscores/20161007_nyvi.xml,"[2.5, 4.5, 2.6666666666666665, 1.6666666666666667, 1.3333333333333333, 2.3333333333333335, 0.0, 0.3333333333333333, -0.6666666666666666, -1.0]"
1,/sports/wvball/2016-17/boxscores/20161011_hugk.xml,"[1.4, 2.8, 0.2, 0.0, 0.0, -2.5, -3.0, -6.0, -5.5, -4.5]"
2,/sports/wvball/2016-17/boxscores/20161011_hugk.xml,"[1.5, 2.5, 0.5, -1.0, -1.0, -4.5, -8.0, -6.5, -8.5, -9.5]"
3,/sports/wvball/2016-17/boxscores/20161011_hugk.xml,"[1.8, 2.0, 1.0, -0.8, -0.2, 1.6, 1.0, 1.6, 1.5, 2.0]"
4,/sports/wvball/2016-17/boxscores/20161011_hugk.xml,"[-1.4, -3.2, -4.6, -8.0, -9.5, -9.0, -9.5, -9.5, -7.5, -5.0]"
1,/sports/wvball/2016-17/boxscores/20161022_jm5f.xml,"[2.5, 6.0, 5.666666666666667, 6.0, 6.333333333333333, 8.0, 11.0, 14.0, 17.0, 18.666666666666668]"
2,/sports/wvball/2016-17/boxscores/20161022_jm5f.xml,"[2.0, 5.0, 8.0, 11.0, 12.666666666666666, 13.666666666666666, 14.0, 17.0, 18.0, 20.5]"
3,/sports/wvball/2016-17/boxscores/20161022_jm5f.xml,"[2.5, 5.0, 8.5, 10.0, 9.5, 10.5, 10.0, 10.333333333333334, 12.0, 13.666666666666666]"
1,/sports/wvball/2016-17/boxscores/20161022_8gxm.xml,"[-0.8333333333333334, -2.1666666666666665, -3.1666666666666665, -2.5, -1.8, -1.2, -2.2, -1.2, 0.2, -0.4]"
2,/sports/wvball/2016-17/boxscores/20161022_8gxm.xml,"[1.0, 1.2, 0.6, 1.6, 0.2, 0.4, -0.2, 1.2, -1.5, -2.0]"
3,/sports/wvball/2016-17/boxscores/20161022_8gxm.xml,"[-1.4, -2.4, -4.6, -4.4, -3.0, -4.0, -3.5, -3.0, -3.5, -4.0]"
1,/sports/wvball/2016-17/boxscores/20161025_y4at.xml,"[-1.8, -2.8, -0.6, 0.0, -1.0, -3.0, -5.0, -5.5, -5.0, -4.5]"
2,/sports/wvball/2016-17/boxscores/20161025_y4at.xml,"[0.2, 2.0, 0.2, 1.6, 1.0, 1.6, 2.2, 1.6, 0.5, 1.5]"
3,/sports/wvball/2016-17/boxscores/20161025_y4at.xml,"[1.1666666666666667, -0.5, -3.0, -5.6, -5.8, -3.2, -2.2, -0.8, -1.8, -0.8]"
4,/sports/wvball/2016-17/boxscores/20161025_y4at.xml,"[0.2, 2.8, 3.4, 4.0, 3.8, 1.6, 0.6, 1.2, -0.5, 1.0]"
5,/sports/wvball/2016-17/boxscores/20161025_y4at.xml,"[0.6666666666666666, -0.3333333333333333, 2.0, 4.5, 3.5, 1.5, 1.5, 2.5, 4.5, 6.5]"
1,/sports/wvball/2016-17/boxscores/20161027_nyg7.xml,"[-2.5, -6.0, -5.5, -5.5, -4.666666666666667, -5.666666666666667, -6.0, -9.0, -11.333333333333334, -11.666666666666666]"
2,/sports/wvball/2016-17/boxscores/20161027_nyg7.xml,"[-0.5, 1.0, 0.0, -2.0, -4.5, -6.5, -8.5, -10.0, -11.0, -12.0]"
3,/sports/wvball/2016-17/boxscores/20161027_nyg7.xml,"[2.2, 3.6, 0.2, -2.8, -5.8, -6.0, -5.5, -5.0, -4.5, -5.0]"
1,/sports/wvball/2016-17/boxscores/20161105_z7zt.xml,"[1.4, 1.2, -0.2, -2.0, -0.6, 0.8, 1.0, 3.0, 3.0, 3.5]"
2,/sports/wvball/2016-17/boxscores/20161105_z7zt.xml,"[2.5, 4.5, 6.5, 6.0, 5.5, 6.0, 6.5, 8.0, 10.0, 11.0]"
3,/sports/wvball/2016-17/boxscores/20161105_z7zt.xml,"[-2.5, -3.0, -0.5, 2.5, 3.5, 3.0, 6.5, 7.0, 7.0, 8.5]"
1,/sports/wvball/2016-17/boxscores/20161105_ze28.xml,"[-0.5, -2.0, -3.0, -4.5, -6.666666666666667, -9.0, -12.0, -14.333333333333334, -15.333333333333334, -15.666666666666666]"
2,/sports/wvball/2016-17/boxscores/20161105_ze28.xml,"[0.0, -1.5, -2.5, -1.5, -2.0, -4.0, -4.5, -5.0, -4.5, -8.5]"
3,/sports/wvball/2016-17/boxscores/20161105_ze28.xml,"[-0.6, -0.8, 1.4, 2.0, 2.2, 3.6, 6.6, 8.0, 6.5, 4.5]"
4,/sports/wvball/2016-17/boxscores/20161105_ze28.xml,"[1.0, 5.6, 5.0, 3.6, 3.0, 3.0, 0.0, 1.5, 3.0, 4.5]"
5,/sports/wvball/2016-17/boxscores/20161105_ze28.xml,"[-1.3333333333333333, -3.0, -2.0, -1.0, -0.6666666666666666, -1.0, 0.6666666666666666, 1.5, 0.5, 2.5]"
1,/sports/wvball/2016-17/boxscores/20161110_7dnz.xml,"[-1.0, 0.5, 4.5, 6.5, 10.5, 10.5, 11.0, 10.5, 11.0, 10.666666666666666]"
2,/sports/wvball/2016-17/boxscores/20161110_7dnz.xml,"[0.2, 2.0, 4.6, 7.6, 6.2, 4.8, 1.5, 1.0, 1.0, 3.0]"
1,/sports/wvball/2016-17/boxscores/20161110_2c0u.xml,"[-0.2, -1.2, -1.4, -2.0, -2.2, 0.0, 2.2, 1.6, 2.5, 1.0]"
2,/sports/wvball/2016-17/boxscores/20161110_2c0u.xml,"[-0.5, 1.0, 3.0, 5.0, 8.5, 10.0, 9.666666666666666, 11.333333333333334, 11.666666666666666, 14.0]"
1,/sports/wvball/2016-17/boxscores/20161111_16mk.xml,"[0.6, -1.2, 0.2, 2.0, 0.6, -2.0, -1.5, -3.5, -3.5, -3.0]"
2,/sports/wvball/2016-17/boxscores/20161111_16mk.xml,"[2.6, 4.0, 2.6, -1.6, -3.0, -1.0, -1.5, -4.5, -5.5, -5.5]"
1,/sports/wvball/2016-17/boxscores/20161111_cibb.xml,"[1.5, 3.0, 5.0, 4.5, 4.0, 5.0, 6.0, 8.0, 10.0, 11.0]"
2,/sports/wvball/2016-17/boxscores/20161111_cibb.xml,"[-2.5, -6.5, -9.333333333333334, -11.0, -12.0, -12.333333333333334, -13.333333333333334, -11.666666666666666, -12.666666666666666, -15.0]"
3,/sports/wvball/2016-17/boxscores/20161111_cibb.xml,"[0.0, 3.0, 2.6666666666666665, 4.333333333333333, 4.666666666666667, 3.5, 2.5, 4.5, 5.5, 4.5]"
1,/sports/wvball/2016-17/boxscores/20161111_carh.xml,"[1.5, 2.0, 1.5, 1.0, 2.0, 0.0, 0.5, 2.0, 4.5, 8.5]"
2,/sports/wvball/2016-17/boxscores/20161111_carh.xml,"[-1.0, -1.6, -1.8, 0.0, 0.5, -0.5, -3.0, -3.0, -5.5, -6.5]"
3,/sports/wvball/2016-17/boxscores/20161111_carh.xml,"[0.0, 0.5, -1.0, -2.0, -4.5, -5.5, -6.0, -6.0, -8.5, -8.666666666666666]"
4,/sports/wvball/2016-17/boxscores/20161111_carh.xml,"[-1.8, -5.2, -6.5, -6.0, -6.0, -5.0, -5.0, -4.0, -5.5, -7.5]"
1,/sports/wvball/2015-16/boxscores/20150901_1ser.xml,"[1.0, 0.8, -0.6, -2.0, -0.6, -1.5, -1.0, -0.5, -3.0, -4.5]"
2,/sports/wvball/2015-16/boxscores/20150901_1ser.xml,"[-2.6, -5.0, -6.0, -4.0, -3.0, -3.0, -3.5, -6.5, -7.5, -9.0]"
3,/sports/wvball/2015-16/boxscores/20150901_1ser.xml,"[-0.6, -0.8, -4.2, -3.2, -3.8, -2.5, -2.0, -1.0, -2.5, -4.5]"
1,/sports/wvball/2015-16/boxscores/20150919_lddl.xml,"[-2.0, -2.5, -4.5, -7.0, -7.0, -6.5, -8.0, -9.0, -12.0, -13.0]"
2,/sports/wvball/2015-16/boxscores/20150919_lddl.xml,"[0.0, 0.0, -0.5, -1.0, -1.5, -2.5, -3.0, -4.5, -6.5, -8.666666666666666]"
3,/sports/wvball/2015-16/boxscores/20150919_lddl.xml,"[-2.6, -2.8, 1.0, 2.0, 1.0, -0.5, -1.5, -2.5, -3.0, -4.0]"
1,/sports/wvball/2015-16/boxscores/20150919_zhlj.xml,"[-0.6, -2.4, -3.0, -3.5, -4.0, -5.0, -6.0, -7.0, -7.5, -8.0]"
2,/sports/wvball/2015-16/boxscores/20150919_zhlj.xml,"[0.0, -1.0, -1.5, -4.0, -5.5, -5.0, -6.0, -7.0, -8.0, -11.0]"
3,/sports/wvball/2015-16/boxscores/20150919_zhlj.xml,"[-1.0, -2.5, -5.0, -3.5, -6.0, -9.0, -10.666666666666666, -13.0, -14.0, -15.666666666666666]"
1,/sports/wvball/2015-16/boxscores/20151002_tdae.xml,"[-3.0, -6.4, -7.0, -5.6, -4.0, -5.0, -5.0, -5.5, -5.0, -5.0]"
2,/sports/wvball/2015-16/boxscores/20151002_tdae.xml,"[-2.0, -2.0, -3.0, -0.5, 0.5, -1.0, -2.5, -5.5, -8.5, -10.666666666666666]"
3,/sports/wvball/2015-16/boxscores/20151002_tdae.xml,"[1.0, 1.6, 1.0, 1.6, 1.8, 2.0, 3.0, 3.2, 2.0, -0.5]"
1,/sports/wvball/2015-16/boxscores/20151003_n2fq.xml,"[0.2, 4.0, 7.0, 7.5, 5.5, 4.5, 5.5, 4.5, 5.0, 5.75]"
2,/sports/wvball/2015-16/boxscores/20151003_n2fq.xml,"[-1.0, -0.5, 1.5, 1.0, 1.0, 3.0, 4.0, 5.5, 7.0, 7.5]"
3,/sports/wvball/2015-16/boxscores/20151003_n2fq.xml,"[1.5, 3.0, 6.0, 8.5, 10.0, 9.0, 6.0, 7.0, 9.333333333333334, 11.0]"
1,/sports/wvball/2015-16/boxscores/20151003_51cu.xml,"[1.0, 4.0, 5.0, 7.0, 7.5, 10.5, 10.0, 10.5, 10.0, 9.0]"
2,/sports/wvball/2015-16/boxscores/20151003_51cu.xml,"[1.0, 0.5, 0.5, 0.0, 2.5, 6.5, 10.5, 11.5, 12.0, 11.666666666666666]"
3,/sports/wvball/2015-16/boxscores/20151003_51cu.xml,"[2.0, 0.0, 1.5, 2.0, 2.5, 4.5, 6.5, 6.0, 8.0, 11.0]"
1,/sports/wvball/2015-16/boxscores/20151009_yorf.xml,"[0.0, 0.0, -0.5, 2.5, 6.5, 7.0, 8.0, 8.0, 9.0, 10.0]"
2,/sports/wvball/2015-16/boxscores/20151009_yorf.xml,"[-1.0, -0.5, 0.5, 2.0, 1.5, 2.5, 4.5, 7.5, 8.666666666666666, 11.0]"
3,/sports/wvball/2015-16/boxscores/20151009_yorf.xml,"[0.6, 0.8, 0.6, -0.8, -1.4, -2.8, -1.0, -0.4, -3.0, -2.0]"
4,/sports/wvball/2015-16/boxscores/20151009_yorf.xml,"[-1.0, -4.8, -6.6, -7.5, -10.0, -8.0, -8.5, -6.5, -4.0, -6.0]"
5,/sports/wvball/2015-16/boxscores/20151009_yorf.xml,"[-2.0, -1.6666666666666667, -4.0, -4.333333333333333, -4.0, -3.6666666666666665, -2.0, -0.3333333333333333, 0.0, 1.0]"
1,/sports/wvball/2015-16/boxscores/20151009_14tu.xml,"[1.4, 2.8, 5.0, 4.5, 7.0, 8.0, 7.0, 7.5, 7.5, 8.0]"
2,/sports/wvball/2015-16/boxscores/20151009_14tu.xml,"[1.5, 2.5, 5.0, 5.0, 8.5, 10.666666666666666, 11.666666666666666, 13.333333333333334, 14.333333333333334, 14.666666666666666]"
3,/sports/wvball/2015-16/boxscores/20151009_14tu.xml,"[2.5, 3.5, 3.0, 6.5, 8.0, 7.5, 8.5, 10.0, 9.5, 10.0]"
1,/sports/wvball/2015-16/boxscores/20151010_mvzk.xml,"[-0.2, 0.4, 0.0, -1.0, -2.0, -3.5, -2.5, -4.0, -5.5, -7.0]"
2,/sports/wvball/2015-16/boxscores/20151010_mvzk.xml,"[-2.6, -5.5, -9.5, -9.0, -11.5, -10.5, -9.0, -9.0, -8.5, -8.5]"
3,/sports/wvball/2015-16/boxscores/20151010_mvzk.xml,"[-1.4, -4.8, -5.8, -6.0, -8.6, -8.4, -7.8, -5.0, -4.5, -3.0]"
1,/sports/wvball/2015-16/boxscores/20151017_x517.xml,"[-0.2, 0.0, -2.2, -1.5, -1.5, -1.0, -3.5, -5.0, -6.5, -7.5]"
2,/sports/wvball/2015-16/boxscores/20151017_x517.xml,"[1.8, 3.2, 3.4, 5.2, 5.8, 4.4, 5.8, 4.5, 3.5, 3.0]"
3,/sports/wvball/2015-16/boxscores/20151017_x517.xml,"[-1.5, -3.0, -4.5, -7.0, -8.5, -9.5, -11.0, -13.0, -11.5, -9.0]"
4,/sports/wvball/2015-16/boxscores/20151017_x517.xml,"[-3.0, -5.2, -8.2, -8.0, -7.0, -6.0, -5.0, -3.5, -3.5, -2.5]"
1,/sports/wvball/2015-16/boxscores/20151017_k1br.xml,"[1.0, 2.5, 3.0, 3.0, 6.5, 8.5, 8.5, 8.0, 8.333333333333334, 10.0]"
2,/sports/wvball/2015-16/boxscores/20151017_k1br.xml,"[1.0, -2.0, -5.8, -7.6, -8.6, -4.4, -5.5, -5.0, -2.0, -3.0]"
3,/sports/wvball/2015-16/boxscores/20151017_k1br.xml,"[2.5, 5.5, 4.0, 6.0, 5.0, 5.0, 5.5, 6.0, 6.5, 7.5]"
4,/sports/wvball/2015-16/boxscores/20151017_k1br.xml,"[1.0, 2.5, 6.5, 8.5, 9.5, 10.0, 10.0, 10.333333333333334, 10.666666666666666, 11.0]"
1,/sports/wvball/2015-16/boxscores/20151020_c9kt.xml,"[3.0, 5.2, 6.6, 4.0, 1.4, 3.2, 4.2, 2.4, 2.2, 1.6]"
2,/sports/wvball/2015-16/boxscores/20151020_c9kt.xml,"[0.2, 0.4, -0.2, 1.2, 3.0, 4.4, 4.2, 2.0, 0.5, 1.5]"
3,/sports/wvball/2015-16/boxscores/20151020_c9kt.xml,"[2.0, 3.5, 3.0, 6.5, 8.5, 12.5, 15.0, 15.0, 13.0, 10.666666666666666]"
4,/sports/wvball/2015-16/boxscores/20151020_c9kt.xml,"[0.2, 1.2, -1.8, -1.2, -1.0, 0.0, 0.0, -1.0, 0.5, 2.5]"
1,/sports/wvball/2015-16/boxscores/20151023_xnn7.xml,"[0.6, -1.2, -5.0, -6.4, -3.4, -4.4, -1.4, -1.0, 1.0, 1.5]"
2,/sports/wvball/2015-16/boxscores/20151023_xnn7.xml,"[-0.2, -0.4, -2.6, -3.2, -1.4, -0.8, 0.2, -0.4, -0.5, 0.5]"
3,/sports/wvball/2015-16/boxscores/20151023_xnn7.xml,"[-0.5, -2.5, -3.5, -2.5, -1.0, -1.5, -3.5, -5.5, -5.5, -8.5]"
4,/sports/wvball/2015-16/boxscores/20151023_xnn7.xml,"[1.4, 5.5, 8.0, 9.0, 10.0, 10.0, 8.0, 9.5, 11.5, 9.0]"
1,/sports/wvball/2015-16/boxscores/20151023_jqm2.xml,"[-1.4, -1.2, -0.2, -1.6, -2.6, -4.5, -5.5, -7.5, -6.0, -3.0]"
2,/sports/wvball/2015-16/boxscores/20151023_jqm2.xml,"[1.0, 4.0, 6.2, 4.8, 7.0, 7.5, 8.0, 7.5, 5.5, 5.0]"
3,/sports/wvball/2015-16/boxscores/20151023_jqm2.xml,"[3.0, 4.4, 5.4, 5.2, 5.0, 6.0, 5.5, 4.0, 5.0, 5.5]"
4,/sports/wvball/2015-16/boxscores/20151023_jqm2.xml,"[3.0, 3.6, 2.2, 0.8, 4.6, 7.0, 6.0, 4.0, 3.5, 4.5]"
1,/sports/wvball/2015-16/boxscores/20151027_y46u.xml,"[1.0, 0.0, 0.5, 4.5, 7.5, 8.5, 8.5, 6.5, 7.0, 8.5]"
2,/sports/wvball/2015-16/boxscores/20151027_y46u.xml,"[1.4, 3.6, 2.2, 3.2, 3.4, 2.0, 1.0, 0.8, 1.4, 0.0]"
3,/sports/wvball/2015-16/boxscores/20151027_y46u.xml,"[-0.2, 0.0, 0.2, 0.0, -1.4, -1.2, 1.0, 4.4, 5.0, 2.0]"
4,/sports/wvball/2015-16/boxscores/20151027_y46u.xml,"[-0.6, 0.4, -0.6, -1.6, -3.0, -5.2, -6.6, -6.5, -3.5, -3.5]"
5,/sports/wvball/2015-16/boxscores/20151027_y46u.xml,"[0.0, -0.3333333333333333, 0.6666666666666666, 3.0, 4.0, 3.6666666666666665, 3.3333333333333335, 1.5, 0.5, 2.5]"
1,/sports/wvball/2015-16/boxscores/20151030_88hl.xml,"[-1.0, -1.6, -1.4, 1.2, 4.6, 3.5, 3.5, 3.5, 5.0, 6.5]"
2,/sports/wvball/2015-16/boxscores/20151030_88hl.xml,"[1.0, 2.5, 2.0, 3.5, 5.5, 5.5, 3.0, 4.5, 7.0, 10.0]"
3,/sports/wvball/2015-16/boxscores/20151030_88hl.xml,"[1.0, 2.0, 6.6, 8.0, 7.0, 5.6, 6.6, 7.5, 6.0, 6.5]"
1,/sports/wvball/2015-16/boxscores/20151030_ls60.xml,"[0.5, 0.5, -0.5, -4.0, -3.5, -3.5, -6.5, -9.5, -10.0, -11.0]"
2,/sports/wvball/2015-16/boxscores/20151030_ls60.xml,"[0.5, -2.5, -3.5, -4.0, -4.5, -7.0, -7.0, -8.0, -8.0, -11.0]"
3,/sports/wvball/2015-16/boxscores/20151030_ls60.xml,"[0.6, -0.4, -1.0, -0.8, -0.6, -1.6, -1.4, -2.0, -1.5, -1.5]"
1,/sports/wvball/2015-16/boxscores/20151031_cvpp.xml,"[-1.4, -0.8, -1.8, -2.4, -0.2, -1.6, -0.5, -0.5, 0.5, 3.0]"
2,/sports/wvball/2015-16/boxscores/20151031_cvpp.xml,"[-1.8, -2.0, 0.2, 1.2, 2.6, 5.5, 5.0, 4.0, 4.0, 5.0]"
3,/sports/wvball/2015-16/boxscores/20151031_cvpp.xml,"[-1.4, -3.6, -5.4, -5.0, -3.5, -2.5, -1.0, -0.5, -3.0, -5.5]"
4,/sports/wvball/2015-16/boxscores/20151031_cvpp.xml,"[2.5, 4.5, 7.0, 7.0, 10.0, 11.666666666666666, 12.0, 13.0, 16.0, 15.666666666666666]"
1,/sports/wvball/2015-16/boxscores/20151031_9mn0.xml,"[-2.5, -6.0, -6.0, -7.5, -7.5, -7.5, -8.5, -9.5, -9.5, -9.0]"
2,/sports/wvball/2015-16/boxscores/20151031_9mn0.xml,"[-2.5, -3.5, -1.0, -2.5, -6.5, -8.0, -9.0, -12.0, -13.666666666666666, -14.0]"
3,/sports/wvball/2015-16/boxscores/20151031_9mn0.xml,"[0.2, 0.8, -1.0, -4.0, -5.4, -5.5, -5.5, -7.0, -6.5, -4.5]"
